Nombre;Edad;Tr@bajo;Trabajo;Estado_Civil;Nivel_escolaridad;Nivel_escolaridad;Tiene_Credito?;Medio_de_Comunicación;Duracion_ultimo_contacto_seg;Order_D4te;envio23$%3;Segment;Categ;SubCat;V2016;V2017;V2018
elizabeth-helena/lozada-rincon;25;services;services;married;secondary;secondary;no;unknown;24;11/11/17;Regular;Startups;Tecnología;Papel;35.752;414.678;888.140
magda-rosario/garcia-sanabria;29;technician;technician;married;secondary;secondary;no;unknown;33;27/06/17;Regular;Personas;Muebles;Papel;91.395;860.415;207.066
jorge-elias/vanegas-martinez;47;blue-collar;blue-collar;married;primary;primary;no;unknown;185;6/12/16;Regular;Startups;Tecnología;Lapiceros_y_Marcadores;50.761;611.526;157.620
karen-beatriz/fernanda-caicedo;59;blue-collar;blue-collar;divorced;primary;primary;no;unknown;165;17/02/16;Regular;Personas;Suplementos_Oficina;Encuadernadores_y_accesorios;94.364;528.270;121.685
ligia-/herrera-pinilla;35;management;management;single;tertiary;tertiary;no;unknown;45;31/07/16;Express_Tierra;Corporativo;Muebles;Sillas;25.685;213.892;282.367
maria-/garcia-solorza;33;blue-collar;blue-collar;married;primary;primary;no;unknown;172;20/11/16;Express_Aire;Startups;Muebles;Almacenaje_y_Organización;92.266;611.722;39.258
consuelo-angel/navarrete-toledo;31;management;management;single;tertiary;tertiary;no;unknown;27;14/08/17;Regular;Corporativo;Muebles;Telefonos_comunicaciones;32.372;327.593;234.025
paola-andrea/bolivar-jimenez;42;management;management;single;tertiary;tertiary;no;unknown;325;6/10/16;Express_Aire;Personas;Suplementos_Oficina;Cuadernos;9.150;820.046;245.580
elizabeth-/ariza-ramos;26;technician;technician;single;secondary;secondary;no;unknown;57;3/09/18;Regular;Startups;Tecnología;Papel;82.923;284.665;215.934
rosa-beatriz/cendales-balaguera;34;blue-collar;blue-collar;single;secondary;secondary;no;unknown;12;26/11/18;Regular;Personas;Suplementos_Oficina;Accesorios_Computadoras;15.276;991.035;662.264
maria-elenith/galvis-camacho;31;admin.;admin.;married;secondary;secondary;no;unknown;378;10/11/16;Regular;Personas;Suplementos_Oficina;Papel;42.149;661.119;739.144
juan-rocio/perez-saenz;3;blue-collar;blue-collar;single;No informa;No informa;yes;unknown;164;5/04/18;Express_Aire;Personas;Suplementos_Oficina;Almacenaje_y_Organización;3.816;176.577;833.436
mary-jesus/castillo-solorza;54;admin.;admin.;married;No informa;No informa;no;unknown;288;15/11/16;Regular;Hogares;Tecnología;Copiadoras_Faxes;31.563;345.426;64.787
claudia-patricia/acuña-navas;52;blue-collar;blue-collar;single;primary;primary;no;unknown;154;11/06/16;Express_Aire;Personas;Muebles;Telefonos_comunicaciones;63.412;980.047;687.216
maria-marlen/lagos-giraldo;4;blue-collar;blue-collar;divorced;primary;primary;no;unknown;12;22/06/18;Regular;Personas;Muebles;Telefonos_comunicaciones;56.372;457.313;621.150
ketty-elvira/varga-quiceno;56;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;136;21/06/16;Regular;Personas;Muebles;Papel;51.525;117.725;916.271
diana-marcela/sanchez-giraldo;25;student;student;single;tertiary;tertiary;no;unknown;53;29/08/16;Regular;Corporativo;Suplementos_Oficina;Reglas_tijeras;80.228;809.647;420.569
nestor-patricia/santanilla-prado;6;retired;retired;married;secondary;secondary;no;unknown;113;4/11/16;Regular;Startups;Tecnología;Cuadernos;84.348;848.439;127.264
juan-fernando/perez-cortes;43;blue-collar;blue-collar;married;primary;primary;no;unknown;11;29/09/17;Regular;Corporativo;Suplementos_Oficina;Accesorios_Computadoras;38.310;34.123;27.831
constanza-jesus/patiño-lopez;32;entrepreneur;entrepreneur;married;No informa;No informa;no;unknown;523;15/11/16;Express_Tierra;Corporativo;Tecnología;Mesas;35.310;390.479;690.024
andrea-beatriz/reina-beleño;48;blue-collar;blue-collar;divorced;secondary;secondary;no;unknown;231;11/06/17;Regular;Personas;Suplementos_Oficina;Almacenaje_y_Organización;59.915;876.100;772.804
andrea-mireya/alaix-segura;43;self-employed;self-employed;single;secondary;secondary;no;unknown;217;1/09/17;Regular;Startups;Tecnología;Sobres;14.313;859.816;102.002
victoria-/avila-bejarano;37;technician;technician;married;secondary;secondary;no;unknown;151;7/12/17;Express_Tierra;Startups;Muebles;Almacenaje_y_Organización;94.915;573.688;202.106
gustavo-marcela/rodriguez-patarroyo;52;services;services;divorced;primary;primary;no;unknown;179;21/11/18;Express_Aire;Hogares;Muebles;Telefonos_comunicaciones;96.160;945.228;810.145
andrea-liliana/lopez-mosquera;25;services;services;single;secondary;secondary;no;unknown;293;4/03/18;Regular;Corporativo;Tecnología;Papel;4.522;240.493;219.657
andrea-elias/cuellar-carvajal;31;entrepreneur;entrepreneur;single;tertiary;tertiary;yes;unknown;281;27/11/17;Regular;Corporativo;Suplementos_Oficina;Papel;3.247;234.982;314.007
yury-esperanza/navas-artunduaga;35;blue-collar;blue-collar;married;secondary;secondary;no;unknown;363;28/08/16;Express_Aire;Personas;Muebles;Telefonos_comunicaciones;60.657;370.197;916.810
sonia-milena/fernanda-santos;27;admin.;admin.;single;secondary;secondary;no;unknown;86;31/05/17;Regular;Startups;Muebles;Cuadernos;48.070;569.854;245.433
sandra-/sabogal-vasquez;41;self-employed;self-employed;married;secondary;secondary;no;unknown;1147;9/09/16;Regular;Startups;Suplementos_Oficina;Telefonos_comunicaciones;62.675;945.079;908.898
elizabeth-patricia/suarez-rojas;34;technician;technician;single;secondary;secondary;no;unknown;29;30/07/18;Regular;Personas;Suplementos_Oficina;Muebles_Oficina;1.549;722.650;392.205
luz-elenith/dominguez-herrera;55;technician;technician;married;secondary;secondary;no;unknown;486;23/01/16;Express_Tierra;Corporativo;Suplementos_Oficina;Mesas;12.558;239.701;851.129
norma-/alaix-gonzalez;26;blue-collar;blue-collar;married;secondary;secondary;no;unknown;49;28/11/18;Regular;Corporativo;Muebles;Bandas_Oficina;56.997;914.955;832.040
maria-/salcedo-olaya;36;blue-collar;blue-collar;married;primary;primary;no;unknown;17;28/01/17;Regular;Corporativo;Suplementos_Oficina;Telefonos_comunicaciones;86.637;641.336;143.438
javier-yaneth/zambrano-chaparro;45;admin.;admin.;married;secondary;secondary;no;unknown;539;24/06/17;Express_Aire;Corporativo;Suplementos_Oficina;Almacenaje_y_Organización;40.670;821.461;269.461
rosa-edith/javier-ramirez;27;technician;technician;married;secondary;secondary;no;unknown;66;24/09/18;Regular;Hogares;Suplementos_Oficina;Accesorios_Computadoras;94.874;316.648;157.455
monica-leonardo/melo-rojas;31;admin.;admin.;married;secondary;secondary;no;unknown;51;6/06/16;Express_Aire;Corporativo;Tecnología;Lapiceros_y_Marcadores;49.221;346.694;968.295
nestor-/forero-peña;29;admin.;admin.;divorced;secondary;secondary;no;unknown;82;28/02/16;Regular;Hogares;Muebles;Bandas_Oficina;56.948;140.211;152.491
maria-marcela/lozada-calderon;26;blue-collar;blue-collar;single;secondary;secondary;no;unknown;125;2/10/17;Regular;Hogares;Suplementos_Oficina;Muebles_Oficina;72.212;40.770;699.859
nayshley-liliana/ariza-bejarano;46;services;services;married;secondary;secondary;no;unknown;398;29/07/18;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;53.825;595.356;993.554
claudia-felipe/lozano-pinilla;32;entrepreneur;entrepreneur;married;tertiary;tertiary;no;unknown;112;7/06/16;Regular;Hogares;Tecnología;Cuadernos;57.697;138.313;819.130
hermes-helena/alfonso-parra;25;admin.;admin.;single;tertiary;tertiary;no;unknown;64;7/05/16;Express_Aire;Startups;Suplementos_Oficina;Papel;4.127;673.564;261.201
leonardo-eduardo/leon-sanabria;54;retired;retired;married;primary;primary;no;unknown;255;31/10/16;Regular;Hogares;Muebles;Bandas_Oficina;54.882;732.335;538.030
sandra-liliana/arroyave-vanegas;31;technician;technician;married;secondary;secondary;no;unknown;34;4/06/16;Regular;Hogares;Tecnología;Muebles_Oficina;57.720;92.402;697.019
martha-lourdes/duarte-caicedo;33;admin.;admin.;single;secondary;secondary;no;unknown;95;13/05/18;Regular;Startups;Tecnología;Telefonos_comunicaciones;73.702;392.666;450.255
erika-/sarmiento-barreto;28;technician;technician;single;tertiary;tertiary;no;unknown;14;2/01/16;Regular;Startups;Tecnología;Papel;76.650;292.557;255.389
luz-ivette/andres-mendez;39;admin.;admin.;single;secondary;secondary;no;unknown;788;10/01/16;Regular;Personas;Tecnología;Lapiceros_y_Marcadores;48.287;868.988;214.686
ingrid-lisseth/lagos-rodriguez;37;technician;technician;married;secondary;secondary;no;unknown;194;4/02/18;Regular;Startups;Muebles;Papel;93.028;943.787;411.551
sonia-patricia/palacios-bejarano;36;blue-collar;blue-collar;married;primary;primary;no;unknown;165;19/05/17;Express_Aire;Corporativo;Muebles;Papel;32.161;1.588;168.886
ligia-esperanza/guzman-vasquez;56;admin.;admin.;divorced;primary;primary;no;unknown;36;17/12/18;Express_Tierra;Corporativo;Tecnología;Libreros;15.050;564.738;31.669
elkin-elvira/monroy-rojas;59;retired;retired;married;secondary;secondary;no;unknown;63;12/08/18;Express_Aire;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;35.295;434.253;21.029
france-elena/andres-arevalo;3;services;services;single;secondary;secondary;no;unknown;51;19/06/16;Regular;Corporativo;Tecnología;Maquinas_Oficina;20.469;6.026;295.736
sonia-paola/cortes-beleño;59;technician;technician;married;secondary;secondary;no;unknown;832;13/03/16;Regular;Corporativo;Suplementos_Oficina;Encuadernadores_y_accesorios;79.749;526.578;394.129
monica-/sarmiento-gomez;27;blue-collar;blue-collar;single;secondary;secondary;no;unknown;11;31/08/18;Regular;Hogares;Suplementos_Oficina;Accesorios_Computadoras;29.670;427.986;124.747
gustavo-cristina/sanchez-torres;29;entrepreneur;entrepreneur;single;tertiary;tertiary;no;unknown;214;12/04/16;Express_Aire;Personas;Tecnología;Muebles_Oficina;93.830;302.715;983.849
maria-elvira/valbuena-villalva;48;services;services;married;secondary;secondary;no;unknown;29;8/05/17;Regular;Startups;Suplementos_Oficina;Accesorios;58.143;242.039;277.180
ruby-stella/triviño-garcia;44;blue-collar;blue-collar;married;secondary;secondary;no;unknown;388;23/04/18;Express_Aire;Personas;Suplementos_Oficina;Accesorios_Computadoras;4.983;30.722;818.906
monica-mireya/cortes-pinilla;33;management;management;single;tertiary;tertiary;no;unknown;1495;24/05/17;Regular;Corporativo;Suplementos_Oficina;Papel;47.928;423.433;678.206
natalia-elvira/reyes-iglesias;39;blue-collar;blue-collar;single;primary;primary;no;unknown;183;12/07/17;Regular;Personas;Tecnología;Papel;86.875;941.789;492.141
claudia-alejandra/galvis-lemus;46;blue-collar;blue-collar;married;primary;primary;no;unknown;322;30/05/17;Regular;Startups;Muebles;Telefonos_comunicaciones;10.966;672.526;754.133
cryshna-/rodriguez-olaya;28;admin.;admin.;married;secondary;secondary;no;unknown;646;5/04/18;Express_Aire;Startups;Tecnología;Lapiceros_y_Marcadores;67.739;277.464;388.111
diana-/sanchez-forero;31;blue-collar;blue-collar;married;secondary;secondary;no;unknown;48;2/04/17;Express_Tierra;Personas;Tecnología;Mesas;57.549;498.305;212.731
zulena-alveiro/villalba-rivadeneira;4;services;services;single;secondary;secondary;no;unknown;169;22/10/18;Express_Tierra;Corporativo;Suplementos_Oficina;Libreros;20.447;523.611;244.067
monica-yenifer/-moreno;37;blue-collar;blue-collar;single;secondary;secondary;no;unknown;74;18/02/17;Regular;Personas;Muebles;Lapiceros_y_Marcadores;99.932;152.309;324.514
gaby-gisela/romero-cifuentes;29;blue-collar;blue-collar;married;secondary;secondary;no;unknown;146;1/11/18;Regular;Hogares;Suplementos_Oficina;Lapiceros_y_Marcadores;95.123;769.667;136.530
ketty-/espitia-mendoza;29;blue-collar;blue-collar;married;secondary;secondary;no;unknown;393;16/04/18;Express_Aire;Personas;Suplementos_Oficina;Accesorios_Computadoras;55.196;312.533;792.755
gloria-alejandro/zambrano-vargas;24;blue-collar;blue-collar;married;secondary;secondary;no;unknown;744;5/07/18;Regular;Hogares;Tecnología;Papel;52.434;883.157;234.546
elizabeth-rocio/chaparro-tabares;32;admin.;admin.;single;secondary;secondary;no;unknown;593;11/01/16;Regular;Startups;Suplementos_Oficina;Papel;64.570;366.616;196.684
martha-/arias-parra;26;admin.;admin.;single;secondary;secondary;no;unknown;215;21/10/17;Regular;Hogares;Muebles;Almacenaje_y_Organización;73.075;814.476;319.714
leonor-yanetd/bolivar-becerra;47;entrepreneur;entrepreneur;married;No informa;No informa;yes;unknown;379;5/04/16;Regular;Hogares;Suplementos_Oficina;Maquinas_Oficina;30.516;619.182;961.886
gaby-/lozano-zaque;26;blue-collar;blue-collar;single;secondary;secondary;yes;unknown;315;24/05/16;Regular;Hogares;Tecnología;Accesorios;11.616;727.236;879.873
tania-marcelas/melo-saenz;28;blue-collar;blue-collar;single;secondary;secondary;no;unknown;162;1/04/18;Regular;Hogares;Muebles;Reglas_tijeras;87.241;353.283;399.801
constanza-constanza/vanegas-bejarano;58;blue-collar;blue-collar;married;secondary;secondary;no;unknown;493;30/01/16;Regular;Corporativo;Muebles;Telefonos_comunicaciones;43.835;269.629;179.703
bertha-/mora-garcia;35;management;management;single;tertiary;tertiary;no;unknown;225;15/12/18;Regular;Startups;Muebles;Reglas_tijeras;58.547;722.270;928.963
mary-hernando/hernandez-cortes;29;services;services;single;secondary;secondary;no;unknown;28;22/01/16;Express_Aire;Corporativo;Suplementos_Oficina;Papel;11.478;381.622;663.636
claudia-yaneth/valbuena-rojas;56;blue-collar;blue-collar;married;primary;primary;no;unknown;8;1/03/17;Regular;Hogares;Tecnología;Telefonos_comunicaciones;92.528;306.803;325.268
martha-patricia/vanegas-vega;43;blue-collar;blue-collar;married;primary;primary;no;unknown;3;9/08/17;Express_Tierra;Personas;Suplementos_Oficina;Mesas;42.432;320.743;351.909
cryshna-consuelo/bolivar-martinez;45;blue-collar;blue-collar;married;secondary;secondary;no;unknown;29;11/10/16;Regular;Startups;Suplementos_Oficina;Lapiceros_y_Marcadores;36.836;579.493;956.977
claudia-ivette/velasquez-acosta;31;admin.;admin.;single;secondary;secondary;no;unknown;132;31/10/16;Regular;Personas;Muebles;Telefonos_comunicaciones;87.188;981.532;95.273
paola-/pineda-caicedo;34;blue-collar;blue-collar;married;secondary;secondary;no;unknown;379;7/05/18;Express_Aire;Startups;Muebles;Lapiceros_y_Marcadores;85.779;227.936;812.945
wilder-/perilla-figueroa;32;management;management;married;primary;primary;no;unknown;11;6/06/17;Regular;Startups;Tecnología;Accesorios_Computadoras;17.766;550.346;711.358
andrea-patricia/lopez-leguizamon;33;technician;technician;single;secondary;secondary;no;unknown;188;13/05/16;Regular;Corporativo;Suplementos_Oficina;Mesas;50.049;854.800;974.338
fermin-cristina/villareal-parra;28;technician;technician;single;secondary;secondary;no;unknown;386;15/12/16;Regular;Corporativo;Tecnología;Accesorios_Computadoras;14.641;322.594;586.918
claudia-marcela/trujillo-sanchez;43;admin.;admin.;single;secondary;secondary;no;unknown;457;28/12/16;Express_Aire;Hogares;Muebles;Muebles_Oficina;96.695;324.442;116.276
martha-elvira/zambrano-ruiz;49;services;services;single;secondary;secondary;no;unknown;891;20/10/16;Regular;Hogares;Muebles;Lapiceros_y_Marcadores;77.081;545.862;798.356
nidia-/acosta-toro;27;services;services;single;secondary;secondary;no;unknown;53;4/12/16;Regular;Hogares;Tecnología;Accesorios;70.669;525.373;896.223
maria-marcela/martinez-pinilla;3;services;services;single;secondary;secondary;no;unknown;446;4/07/17;Regular;Corporativo;Tecnología;Papel;89.229;605.158;419.236
luisa-maria/arias-masmela;32;blue-collar;blue-collar;married;primary;primary;no;unknown;326;3/01/17;Express_Aire;Startups;Muebles;Lapiceros_y_Marcadores;97.348;925.779;49.702
jesus-beatriz/sabogal-sanabria;37;services;services;divorced;secondary;secondary;no;unknown;57;18/11/18;Regular;Startups;Suplementos_Oficina;Accesorios_Computadoras;86.115;191.134;216.649
yanira-yenifer/calderon-patarroyo;31;technician;technician;single;secondary;secondary;no;unknown;183;8/08/17;Regular;Startups;Muebles;Accesorios_Computadoras;17.383;103.928;375.332
jorge-elias/murcia-garcia;56;retired;retired;married;primary;primary;no;unknown;123;16/07/16;Regular;Corporativo;Tecnología;Copiadoras_Faxes;2.583;370.061;334.604
diana-rosmira/villarreal-garcia;26;technician;technician;married;tertiary;tertiary;no;unknown;1266;5/01/16;Express_Tierra;Personas;Tecnología;Sillas;20.652;836.399;695.294
ruby-yanetd/avila-garcia;43;blue-collar;blue-collar;married;secondary;secondary;no;unknown;16;4/01/16;Regular;Startups;Muebles;Lapiceros_y_Marcadores;65.866;959.662;418.806
ingrid-ivan/rodriguez-rincon;48;technician;technician;divorced;secondary;secondary;no;unknown;139;19/03/17;Regular;Startups;Tecnología;Telefonos_comunicaciones;24.722;290.061;96.851
martha-jacqueline/perez-silva;31;blue-collar;blue-collar;single;primary;primary;no;unknown;178;11/03/16;Express_Tierra;Personas;Tecnología;Sillas;24.762;186.430;244.501
nidia-juranni/reina-rodriguez;36;services;services;single;secondary;secondary;no;unknown;156;26/01/16;Regular;Corporativo;Muebles;Encuadernadores_y_accesorios;37.453;702.423;785.490
yury-amparo/martinez-lopez;24;blue-collar;blue-collar;married;secondary;secondary;no;unknown;2;7/08/17;Regular;Startups;Tecnología;Lapiceros_y_Marcadores;86.401;400.163;931.598
amelia-susana/rios-arevalo;29;unemployed;unemployed;married;secondary;secondary;no;unknown;154;3/05/16;Regular;Hogares;Muebles;Papel;26.279;111.539;10.317
sandra-/dueñas-diaz;23;admin.;admin.;single;secondary;secondary;no;unknown;163;25/06/17;Regular;Startups;Muebles;Maquinas_Oficina;16.404;210.413;315.879
michael-mireya/martinez-ladino;54;entrepreneur;entrepreneur;divorced;secondary;secondary;no;unknown;391;3/06/16;Regular;Corporativo;Tecnología;Telefonos_comunicaciones;20.902;825.460;825.916
yadira-constanza/cabrera-peña;24;blue-collar;blue-collar;single;secondary;secondary;no;unknown;47;5/03/16;Express_Tierra;Startups;Suplementos_Oficina;Accesorios;29.532;616.508;10.230
graciela-angel/-gerenas;25;technician;technician;single;secondary;secondary;no;unknown;268;3/01/17;Regular;Startups;Muebles;Telefonos_comunicaciones;16.299;98.382;651.500
luis-/valbuena-sanchez;36;technician;technician;single;secondary;secondary;no;unknown;793;6/05/16;Express_Tierra;Corporativo;Muebles;Sillas;65.048;240.999;109.975
